,real x,real y,x fit,y fit,x stderr,y stderr,variability percentage
0,5,5,4.990030776300984,5.010913191680712,0.018768499845998682,0.018578888123558724,0.05
1,5,5,5.006983159668856,5.010811818919597,0.01730412289552532,0.01766017708245351,0.05
2,5,5,5.006058834440654,4.988288660809771,0.01621943978998073,0.01636831658727274,0.05
3,5,5,5.023012904660211,4.9706106827356065,0.0176019404923798,0.017502149377158167,0.05
4,5,5,5.017932635914412,4.987421592708206,0.016903107346619314,0.016962826488703793,0.05
5,5,5,5.007829752780522,5.016743753336916,0.018179372770233102,0.018370527679058588,0.05
6,5,5,5.010301294842601,5.008030776755458,0.018401210053754623,0.018406877811597642,0.05
7,5,5,4.986112057909226,4.986517922530979,0.01735115494997045,0.01721737777731704,0.05
8,5,5,5.009775340662307,4.993640798863136,0.01584551388862069,0.015751540088612556,0.05
9,5,5,5.009131179295181,4.988505461362166,0.017900401845535503,0.01772882840708765,0.05
10,5,5,5.0062646788611085,4.997777987712338,0.016755790058019446,0.017046131779358698,0.05
11,5,5,5.010422576375598,4.999635718072862,0.016131680735455105,0.016261656857923804,0.05
12,5,5,5.0123702955210305,5.008338051221203,0.01575527747493705,0.016202549871881265,0.05
13,5,5,5.013621102199533,5.020068997689814,0.016915908365168184,0.017050248215737366,0.05
14,5,5,5.006458610256478,4.984763516851574,0.017218999715462,0.01701198582817821,0.05
15,5,5,5.008847637489291,4.962802688171039,0.01823332340217297,0.0181262160890257,0.05
16,5,5,4.982392456621287,4.98918045863163,0.01613831499507229,0.01594590149999254,0.05
17,5,5,4.998908973065937,4.999424873272277,0.017391414816315048,0.01729714352183279,0.05
18,5,5,5.035454097135312,5.01678691661541,0.016163694534914504,0.01630575799134148,0.05
19,5,5,5.004233544375279,5.0143075469259495,0.016825389670035554,0.01698439931950955,0.05
20,5,5,4.957104678184308,5.013906040655902,0.017856980665320682,0.01800587031387581,0.05
21,5,5,5.011451469286313,5.003609830862021,0.018232744146029843,0.018361833075991426,0.05
22,5,5,4.979324593484777,4.983281836185008,0.016830801806758205,0.0169414988887263,0.05
23,5,5,5.011395629029922,5.007148080333297,0.017212103151589428,0.01702538958403816,0.05
24,5,5,5.0475847745419475,5.006872306171722,0.017122073602608603,0.01722344671392975,0.05
25,5,5,4.991544531263546,5.0077367782576285,0.017960935764162068,0.017796341670167973,0.05
26,5,5,5.026947909505581,4.982600949999056,0.01729816629526613,0.017192785982921233,0.05
27,5,5,5.009206668075089,4.986716908274939,0.0174008169784442,0.017479605626468157,0.05
28,5,5,5.016684052173907,4.999043267114652,0.01579019697766712,0.015773879325816243,0.05
29,5,5,5.006051260073909,4.995871637345497,0.016564005384124652,0.01637447670205682,0.05
30,5,5,5.004466200693794,5.0098500707103115,0.018135509712887642,0.018104759013054795,0.05
31,5,5,5.002362590097899,4.982476328910923,0.014480226461920776,0.014483066048359838,0.05
32,5,5,4.973868839657397,5.018615195731004,0.018489790726037045,0.018421686747249543,0.05
33,5,5,5.000790077606637,4.981674258341148,0.015801958736476038,0.015680623329797073,0.05
34,5,5,4.954372977360115,5.0038414854171736,0.01791727378888705,0.017730704573012766,0.05
35,5,5,5.03680178884027,5.008657264151779,0.01786487828488789,0.017841712755760797,0.05
36,5,5,4.9866249705413725,5.014213398076944,0.01767035478670139,0.017781289548620426,0.05
37,5,5,4.992173975577678,5.010918489027184,0.016396040365890017,0.016513202656931847,0.05
38,5,5,5.018597716744673,4.968446480998508,0.01705495350998056,0.01731036325622697,0.05
39,5,5,4.981580736874166,5.009985981962804,0.017556198224328558,0.01791187179345876,0.05
40,5,5,5.019420718701244,5.010012740435758,0.016830948242863665,0.017020079959477786,0.05
41,5,5,4.999316812824778,4.993697143518508,0.018397858874446577,0.018267918101347567,0.05
42,5,5,4.996443940182015,5.003376403770421,0.017351133908168965,0.01734695126785286,0.05
43,5,5,5.026042431718216,4.994340028076457,0.016636225314631117,0.01685325417195839,0.05
44,5,5,5.024449081905988,4.995585800067907,0.017745769058759808,0.01783607142875891,0.05
45,5,5,4.9925221535679984,5.019452714317296,0.017137099536862436,0.017129416153492196,0.05
46,5,5,4.9773767512752105,4.981691939532652,0.017790405758019736,0.01774213157066989,0.05
47,5,5,4.977084596415827,4.98510030048267,0.01553266296517993,0.015719092244119978,0.05
48,5,5,4.984430551326668,4.996230197200894,0.01767982774866777,0.017699763898848014,0.05
49,5,5,4.976101554741643,4.998642415854583,0.017248870489852786,0.017433724817940217,0.05
50,5,5,4.978008751422831,5.001292992811766,0.01732146634599194,0.017511204488621535,0.05
51,5,5,5.042027076339049,4.987869957918063,0.01632578572026406,0.016072339642773107,0.05
52,5,5,4.986362522173518,5.0042802802862525,0.0173060611497434,0.01730399258485033,0.05
53,5,5,5.014831908527413,5.015916131972803,0.017628460265494594,0.01765998300985569,0.05
54,5,5,4.994992087885651,5.000814245502711,0.01861708269807553,0.01888025819470628,0.05
55,5,5,4.982608881610243,5.012156190660561,0.01736817927572703,0.01757910700317527,0.05
56,5,5,4.99175748645395,5.008549476040934,0.017745518845681638,0.01753957087519539,0.05
57,5,5,4.992313561533627,4.996580328243359,0.017466368784058512,0.017198754675827536,0.05
58,5,5,4.994854097721966,5.000708818509607,0.016687416402500935,0.016750901656602667,0.05
59,5,5,5.010410914016614,4.985634631843338,0.016077933577347273,0.01606386051391383,0.05
60,5,5,5.017099366815957,4.984188579822794,0.016582750523905208,0.016784195919668593,0.05
61,5,5,5.03387491097699,5.022795754171491,0.017028052566682814,0.017159033023725363,0.05
62,5,5,5.01525707811805,5.003808593616197,0.01727766096595333,0.017257819773623197,0.05
63,5,5,4.986915755408172,4.998150429438411,0.01602632848440366,0.016160771420624425,0.05
64,5,5,5.021076298773378,4.9848355704666965,0.017033113933337073,0.01698559797811369,0.05
65,5,5,5.009704238096328,4.990773633488115,0.01470050141055483,0.014749876935223628,0.05
66,5,5,4.983030176600512,5.003667122753593,0.01793802123896618,0.01774064786877151,0.05
67,5,5,4.980514016795831,4.966865837173672,0.016602424613416395,0.016879159314857933,0.05
68,5,5,5.019040468466862,5.008773915934994,0.016856103136346983,0.016794046599681214,0.05
69,5,5,4.980497747534849,4.997988286282914,0.017935673713575028,0.01773691603736452,0.05
70,5,5,4.990777103505155,5.015780456223793,0.01688701977968975,0.016937824903269547,0.05
71,5,5,5.007339940421898,4.992850019588266,0.016277152819895533,0.01621268182243676,0.05
72,5,5,4.975381475430789,5.036913181741906,0.017550280654926774,0.017722124627365058,0.05
73,5,5,5.007586759668937,5.008330529524125,0.017408023891252924,0.01734590850135902,0.05
74,5,5,4.98897761170229,5.004024537292952,0.015478591119988075,0.015514401545511505,0.05
75,5,5,5.010783084719139,4.996404460339756,0.01782517805539788,0.01776165774122467,0.05
76,5,5,5.013014074841631,4.969357453015462,0.016977531708382745,0.016939847283560235,0.05
77,5,5,5.004378917027782,4.98721559407105,0.01657577518814174,0.016583274149445784,0.05
78,5,5,5.02464759900254,5.015103966223557,0.016895009681791532,0.01684122205715399,0.05
79,5,5,4.974309063044662,4.992689313624571,0.016434182072431202,0.01673202703359128,0.05
80,5,5,5.01388318670195,5.001546172095087,0.017255326337517505,0.017398048149025166,0.05
81,5,5,4.965908723220777,4.988026939056361,0.017225813362553393,0.017099085843651496,0.05
82,5,5,4.986363300667399,4.99183654978245,0.016024525003624307,0.016265368408499483,0.05
83,5,5,5.001322104493008,4.985639921453674,0.01812065097618262,0.01821047127429759,0.05
84,5,5,5.007788115558609,5.0228570702392386,0.016036853545107747,0.015814602640169772,0.05
85,5,5,5.008026991247553,5.000766953080071,0.018074414069017563,0.01804277708410808,0.05
86,5,5,4.981303604108783,4.987879073346657,0.017119082929735588,0.016963388215170967,0.05
87,5,5,4.97788055822833,4.979956806979666,0.017797890516597352,0.017394582941447564,0.05
88,5,5,4.977998265968607,5.0345189759241284,0.016563066163537612,0.016829561737365592,0.05
89,5,5,4.995719940421405,4.998036881145738,0.01829367882920796,0.01858390725546193,0.05
90,5,5,5.013424489101748,4.995361800438206,0.016527342376636625,0.01669534619142746,0.05
91,5,5,4.994539815939861,4.987185559413133,0.016511003877016397,0.01644213293450462,0.05
92,5,5,5.010010551183448,4.983124113550468,0.017303786908479533,0.017469286788953178,0.05
93,5,5,4.987335197357635,5.026167264076733,0.018004845833226972,0.01801140526930229,0.05
94,5,5,5.022615246398012,5.0046393646141025,0.017453276642023004,0.017602409887201468,0.05
95,5,5,4.986055594506733,4.983212626836444,0.017719677430023402,0.017712689402162703,0.05
96,5,5,5.006239559688725,4.972582699954999,0.018044769287669876,0.017999596127924088,0.05
97,5,5,4.988628998524526,5.012168330548841,0.016194237292754425,0.015866628418480046,0.05
98,5,5,5.035340735176993,4.99646620351651,0.018237996036027642,0.018039548122688872,0.05
99,5,5,5.010588044980429,4.9960200806287824,0.017425584834588927,0.017472351063013484,0.05
